Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[21]     0.0    0.00    0.00      24         std::move_iterator<std::string*>::base() const [21]
-----------------------------------------------
                0.00    0.00       4/20          std::vector<std::string, std::allocator<std::string> >::~vector() [112]
                0.00    0.00      16/20          void std::vector<std::string, std::allocator<std::string> >::_M_emplace_back_aux<std::string const&>(std::string const&) [58]
[22]     0.0    0.00    0.00      20         std::_Vector_base<std::string, std::allocator<std::string> >::_M_get_Tp_allocator() [22]
-----------------------------------------------
                0.00    0.00       2/18          std::map<std::string, std::string, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::operator[](std::string const&) [141]
                0.00    0.00       2/18          std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::find(std::string const&) [120]
                0.00    0.00       2/18          std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::_M_get_insert_unique_pos(std::string const&) [119]
                0.00    0.00       2/18          std::_Rb_tree_iterator<std::pair<std::string const, std::string> > std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::_M_insert_<std::pair<std::string, std::string> >(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::pair<std::string, std::string>&&) [113]
                0.00    0.00      10/18          std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<std::string const, std::string> >*, std::_Rb_tree_node<std::pair<std::string const, std::string> >*, std::string const&) [74]
[23]     0.0    0.00    0.00      18         std::less<std::string>::operator()(std::string const&, std::string const&) const [23]
                0.00    0.00      18/18          bool std::operator< <char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [24]
-----------------------------------------------
                0.00    0.00      18/18          std::less<std::string>::operator()(std::string const&, std::string const&) const [23]
[24]     0.0    0.00    0.00      18         bool std::operator< <char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [24]
-----------------------------------------------
                0.00    0.00       4/16          std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::_S_key(std::_Rb_tree_node_base const*) [122]
                0.00    0.00      12/16          std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::_S_key(std::_Rb_tree_node<std::pair<std::string const, std::string> > const*) [39]
[25]     0.0    0.00    0.00      16         std::_Select1st<std::pair<std::string const, std::string> >::operator()(std::pair<std::string const, std::string> const&) const [25]
-----------------------------------------------
                0.00    0.00      16/16          std::vector<std::string, std::allocator<std::string> >::max_size() const [27]
[26]     0.0    0.00    0.00      16         std::_Vector_base<std::string, std::allocator<std::string> >::_M_get_Tp_allocator() const [26]
-----------------------------------------------
                0.00    0.00      16/16          std::vector<std::string, std::allocator<std::string> >::_M_check_len(unsigned int, char const*) const [53]
[27]     0.0    0.00    0.00      16         std::vector<std::string, std::allocator<std::string> >::max_size() const [27]
                0.00    0.00      16/16          std::_Vector_base<std::string, std::allocator<std::string> >::_M_get_Tp_allocator() const [26]
                0.00    0.00      16/16          std::allocator_traits<std::allocator<std::string> >::max_size(std::allocator<std::string> const&) [30]
-----------------------------------------------
                0.00    0.00      16/16          std::move_iterator<std::string*> std::__make_move_if_noexcept_iterator<std::string*, std::move_iterator<std::string*> >(std::string*) [32]
[28]     0.0    0.00    0.00      16         std::move_iterator<std::string*>::move_iterator(std::string*) [28]
-----------------------------------------------
                0.00    0.00      16/16          std::allocator_traits<std::allocator<std::string> >::max_size(std::allocator<std::string> const&) [30]
[29]     0.0    0.00    0.00      16         std::enable_if<std::allocator_traits<std::allocator<std::string> >::__maxsize_helper<std::allocator<std::string> const>::value, unsigned int>::type std::allocator_traits<std::allocator<std::string> >::_S_max_size<std::allocator<std::string> const>(std::allocator<std::string> const&) [29]
                0.00    0.00      16/24          __gnu_cxx::new_allocator<std::string>::max_size() const [20]
-----------------------------------------------
                0.00    0.00      16/16          std::vector<std::string, std::allocator<std::string> >::max_size() const [27]
[30]     0.0    0.00    0.00      16         std::allocator_traits<std::allocator<std::string> >::max_size(std::allocator<std::string> const&) [30]
                0.00    0.00      16/16          std::enable_if<std::allocator_traits<std::allocator<std::string> >::__maxsize_helper<std::allocator<std::string> const>::value, unsigned int>::type std::allocator_traits<std::allocator<std::string> >::_S_max_size<std::allocator<std::string> const>(std::allocator<std::string> const&) [29]
-----------------------------------------------
                0.00    0.00       4/16          std::string* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<std::string*>, std::string*>(std::move_iterator<std::string*>, std::move_iterator<std::string*>, std::string*) [57]
                0.00    0.00      12/16          void std::_Destroy_aux<false>::__destroy<std::string*>(std::string*, std::string*) [36]
[31]     0.0    0.00    0.00      16         std::string* std::__addressof<std::string>(std::string&) [31]
-----------------------------------------------
                0.00    0.00      16/16          std::string* std::__uninitialized_move_if_noexcept_a<std::string*, std::string*, std::allocator<std::string> >(std::string*, std::string*, std::string*, std::allocator<std::string>&) [65]
[32]     0.0    0.00    0.00      16         std::move_iterator<std::string*> std::__make_move_if_noexcept_iterator<std::string*, std::move_iterator<std::string*> >(std::string*) [32]
                0.00    0.00      16/16          std::move_iterator<std::string*>::move_iterator(std::string*) [28]
-----------------------------------------------
                0.00    0.00       4/16          _ZN9__gnu_cxx13new_allocatorISt13_Rb_tree_nodeISt4pairIKSsSsEEE9constructIS5_IS2_ISsSsEEEEvPT_DpOT0_ [84]
                0.00    0.00       4/16          void std::_Construct<std::string, std::string>(std::string*, std::string&&) [124]
                0.00    0.00       8/16          _ZN9__gnu_cxx13new_allocatorISsE9constructISsIRKSsEEEvPT_DpOT0_ [52]
[33]     0.0    0.00    0.00      16         operator new(unsigned int, void*) [33]
-----------------------------------------------
                0.00    0.00       2/14          std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::lower_bound(std::string const&) [142]
                0.00    0.00       4/14          std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::find(std::string const&) [120]
                0.00    0.00       4/14          std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::_M_get_insert_unique_pos(std::string const&) [119]
                0.00    0.00       4/14          std::_Rb_tree_iterator<std::pair<std::string const, std::string> > std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::_M_insert_<std::pair<std::string, std::string> >(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::pair<std::string, std::string>&&) [113]
[34]     0.0    0.00    0.00      14         std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::_M_end() [34]
-----------------------------------------------
                0.00    0.00       1/14          MatrixOperator<double>::MatrixOperator(int, char**) [158]
                0.00    0.00       3/14          MatrixOperationBatchTester::setOptions(int, char**) [159]
                0.00    0.00       4/14          Options::parseOption(std::string) [77]
                0.00    0.00       6/14          Matrix<double>* MatrixOperationBatchTester::loadInputMatrices<double>() [162]
[35]     0.0    0.00    0.00      14         bool std::operator!=<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [35]
                0.00    0.00      14/44          bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [16]
-----------------------------------------------
                0.00    0.00      12/12          void std::_Destroy<std::string*>(std::string*, std::string*) [44]
[36]     0.0    0.00    0.00      12         void std::_Destroy_aux<false>::__destroy<std::string*>(std::string*, std::string*) [36]
                0.00    0.00      12/16          std::string* std::__addressof<std::string>(std::string&) [31]
                0.00    0.00      12/12          void std::_Destroy<std::string>(std::string*) [46]
-----------------------------------------------
                0.00    0.00       4/12          std::_Vector_base<std::string, std::allocator<std::string> >::~_Vector_base() [96]
                0.00    0.00       8/12          void std::vector<std::string, std::allocator<std::string> >::_M_emplace_back_aux<std::string const&>(std::string const&) [58]
[37]     0.0    0.00    0.00      12         std::_Vector_base<std::string, std::allocator<std::string> >::_M_deallocate(std::string*, unsigned int) [37]
                0.00    0.00       8/8           __gnu_cxx::new_allocator<std::string>::deallocate(std::string*, unsigned int) [50]
-----------------------------------------------
                0.00    0.00       6/12          std::map<std::string, std::string, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::end() [73]
                0.00    0.00       6/12          std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::find(std::string const&) [120]
[38]     0.0    0.00    0.00      12         std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::end() [38]
                0.00    0.00      12/30          std::_Rb_tree_iterator<std::pair<std::string const, std::string> >::_Rb_tree_iterator(std::_Rb_tree_node<std::pair<std::string const, std::string> >*) [19]
-----------------------------------------------
                0.00    0.00       2/12          std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::_M_get_insert_unique_pos(std::string const&) [119]
                0.00    0.00      10/12          std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<std::string const, std::string> >*, std::_Rb_tree_node<std::pair<std::string const, std::string> >*, std::string const&) [74]
[39]     0.0    0.00    0.00      12         std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::_S_key(std::_Rb_tree_node<std::pair<std::string const, std::string> > const*) [39]
                0.00    0.00      12/12          std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::_S_value(std::_Rb_tree_node<std::pair<std::string const, std::string> > const*) [42]
                0.00    0.00      12/16          std::_Select1st<std::pair<std::string const, std::string> >::operator()(std::pair<std::string const, std::string> const&) const [25]
-----------------------------------------------
                0.00    0.00       2/12          std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::_M_get_insert_unique_pos(std::string const&) [119]
                0.00    0.00       4/12          std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::_M_erase(std::_Rb_tree_node<std::pair<std::string const, std::string> >*) [146]
                0.00    0.00       6/12          std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<std::string const, std::string> >*, std::_Rb_tree_node<std::pair<std::string const, std::string> >*, std::string const&) [74]
[40]     0.0    0.00    0.00      12         std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::_S_left(std::_Rb_tree_node_base*) [40]
-----------------------------------------------
                0.00    0.00       2/12          std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::~_Rb_tree() [148]
                0.00    0.00       2/12          std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::lower_bound(std::string const&) [142]
                0.00    0.00       4/12          std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::find(std::string const&) [120]
                0.00    0.00       4/12          std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::_M_get_insert_unique_pos(std::string const&) [119]
[41]     0.0    0.00    0.00      12         std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::_M_begin() [41]
-----------------------------------------------
                0.00    0.00      12/12          std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::_S_key(std::_Rb_tree_node<std::pair<std::string const, std::string> > const*) [39]
[42]     0.0    0.00    0.00      12         std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::_S_value(std::_Rb_tree_node<std::pair<std::string const, std::string> > const*) [42]
-----------------------------------------------
                0.00    0.00       4/12          void std::_Construct<std::string, std::string>(std::string*, std::string&&) [124]
                0.00    0.00       8/12          std::pair<std::string const, std::string>::pair<std::string, std::string, void>(std::pair<std::string, std::string>&&) [105]
[43]     0.0    0.00    0.00      12         std::string&& std::forward<std::string>(std::remove_reference<std::string>::type&) [43]
-----------------------------------------------
                0.00    0.00      12/12          void std::_Destroy<std::string*, std::string>(std::string*, std::string*, std::allocator<std::string>&) [45]
[44]     0.0    0.00    0.00      12         void std::_Destroy<std::string*>(std::string*, std::string*) [44]
                0.00    0.00      12/12          void std::_Destroy_aux<false>::__destroy<std::string*>(std::string*, std::string*) [36]
-----------------------------------------------
                0.00    0.00       4/12          std::vector<std::string, std::allocator<std::string> >::~vector() [112]
                0.00    0.00       8/12          void std::vector<std::string, std::allocator<std::string> >::_M_emplace_back_aux<std::string const&>(std::string const&) [58]
[45]     0.0    0.00    0.00      12         void std::_Destroy<std::string*, std::string>(std::string*, std::string*, std::allocator<std::string>&) [45]
                0.00    0.00      12/12          void std::_Destroy<std::string*>(std::string*, std::string*) [44]
-----------------------------------------------
                0.00    0.00      12/12          void std::_Destroy_aux<false>::__destroy<std::string*>(std::string*, std::string*) [36]
[46]     0.0    0.00    0.00      12         void std::_Destroy<std::string>(std::string*) [46]
-----------------------------------------------
                0.00    0.00      12/12          bool std::operator!=<std::string*>(std::move_iterator<std::string*> const&, std::move_iterator<std::string*> const&) [48]
[47]     0.0    0.00    0.00      12         bool std::operator==<std::string*>(std::move_iterator<std::string*> const&, std::move_iterator<std::string*> const&) [47]
                0.00    0.00      24/24          std::move_iterator<std::string*>::base() const [21]
-----------------------------------------------
                0.00    0.00      12/12          std::string* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<std::string*>, std::string*>(std::move_iterator<std::string*>, std::move_iterator<std::string*>, std::string*) [57]
[48]     0.0    0.00    0.00      12         bool std::operator!=<std::string*>(std::move_iterator<std::string*> const&, std::move_iterator<std::string*> const&) [48]
                0.00    0.00      12/12          bool std::operator==<std::string*>(std::move_iterator<std::string*> const&, std::move_iterator<std::string*> const&) [47]
-----------------------------------------------
                0.00    0.00       2/10          std::map<std::string, std::string, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::operator[](std::string const&) [141]
                0.00    0.00       4/10          std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::find(std::string const&) [120]
                0.00    0.00       4/10          std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::_M_get_insert_unique_pos(std::string const&) [119]
[49]     0.0    0.00    0.00      10         std::_Rb_tree_iterator<std::pair<std::string const, std::string> >::operator==(std::_Rb_tree_iterator<std::pair<std::string const, std::string> > const&) const [49]
-----------------------------------------------
                0.00    0.00       8/8           std::_Vector_base<std::string, std::allocator<std::string> >::_M_deallocate(std::string*, unsigned int) [37]
[50]     0.0    0.00    0.00       8         __gnu_cxx::new_allocator<std::string>::deallocate(std::string*, unsigned int) [50]
-----------------------------------------------
                0.00    0.00       8/8           std::_Vector_base<std::string, std::allocator<std::string> >::_M_allocate(unsigned int) [54]
[51]     0.0    0.00    0.00       8         __gnu_cxx::new_allocator<std::string>::allocate(unsigned int, void const*) [51]
                0.00    0.00       8/24          __gnu_cxx::new_allocator<std::string>::max_size() const [20]
-----------------------------------------------
                0.00    0.00       8/8           _ZNSt16allocator_traitsISaISsEE12_S_constructISsIRKSsEEENSt9enable_ifIXsrNS1_18__construct_helperIT_IDpT0_EEE5valueEvE4typeERS0_PS7_DpOS8_ [55]
[52]     0.0    0.00    0.00       8         _ZN9__gnu_cxx13new_allocatorISsE9constructISsIRKSsEEEvPT_DpOT0_ [52]
                0.00    0.00       8/32          std::string const& std::forward<std::string const&>(std::remove_reference<std::string const&>::type&) [17]
                0.00    0.00       8/16          operator new(unsigned int, void*) [33]
-----------------------------------------------
                0.00    0.00       8/8           void std::vector<std::string, std::allocator<std::string> >::_M_emplace_back_aux<std::string const&>(std::string const&) [58]
[53]     0.0    0.00    0.00       8         std::vector<std::string, std::allocator<std::string> >::_M_check_len(unsigned int, char const*) const [53]
                0.00    0.00      32/44          std::vector<std::string, std::allocator<std::string> >::size() const [15]
                0.00    0.00      16/16          std::vector<std::string, std::allocator<std::string> >::max_size() const [27]
                0.00    0.00       8/8           unsigned int const& std::max<unsigned int>(unsigned int const&, unsigned int const&) [66]
-----------------------------------------------
                0.00    0.00       8/8           void std::vector<std::string, std::allocator<std::string> >::_M_emplace_back_aux<std::string const&>(std::string const&) [58]
[54]     0.0    0.00    0.00       8         std::_Vector_base<std::string, std::allocator<std::string> >::_M_allocate(unsigned int) [54]
                0.00    0.00       8/8           __gnu_cxx::new_allocator<std::string>::allocate(unsigned int, void const*) [51]
-----------------------------------------------
                0.00    0.00       8/8           decltype (_S_construct({parm#1}, {parm#2}, (forward<std::string const&>)({parm#3}))) std::allocator_traits<std::allocator<std::string> >::construct<std::string, std::string const&>(std::allocator<std::string>&, std::string*, std::string const&) [56]
[55]     0.0    0.00    0.00       8         _ZNSt16allocator_traitsISaISsEE12_S_constructISsIRKSsEEENSt9enable_ifIXsrNS1_18__construct_helperIT_IDpT0_EEE5valueEvE4typeERS0_PS7_DpOS8_ [55]
                0.00    0.00       8/32          std::string const& std::forward<std::string const&>(std::remove_reference<std::string const&>::type&) [17]
                0.00    0.00       8/8           _ZN9__gnu_cxx13new_allocatorISsE9constructISsIRKSsEEEvPT_DpOT0_ [52]
-----------------------------------------------
                0.00    0.00       8/8           void std::vector<std::string, std::allocator<std::string> >::_M_emplace_back_aux<std::string const&>(std::string const&) [58]
[56]     0.0    0.00    0.00       8         decltype (_S_construct({parm#1}, {parm#2}, (forward<std::string const&>)({parm#3}))) std::allocator_traits<std::allocator<std::string> >::construct<std::string, std::string const&>(std::allocator<std::string>&, std::string*, std::string const&) [56]
                0.00    0.00       8/32          std::string const& std::forward<std::string const&>(std::remove_reference<std::string const&>::type&) [17]
                0.00    0.00       8/8           _ZNSt16allocator_traitsISaISsEE12_S_constructISsIRKSsEEENSt9enable_ifIXsrNS1_18__construct_helperIT_IDpT0_EEE5valueEvE4typeERS0_PS7_DpOS8_ [55]
-----------------------------------------------
                0.00    0.00       8/8           std::string* std::uninitialized_copy<std::move_iterator<std::string*>, std::string*>(std::move_iterator<std::string*>, std::move_iterator<std::string*>, std::string*) [63]
[57]     0.0    0.00    0.00       8         std::string* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<std::string*>, std::string*>(std::move_iterator<std::string*>, std::move_iterator<std::string*>, std::string*) [57]
                0.00    0.00      12/12          bool std::operator!=<std::string*>(std::move_iterator<std::string*> const&, std::move_iterator<std::string*> const&) [48]
                0.00    0.00       4/4           std::move_iterator<std::string*>::operator*() const [86]
                0.00    0.00       4/16          std::string* std::__addressof<std::string>(std::string&) [31]
                0.00    0.00       4/4           void std::_Construct<std::string, std::string>(std::string*, std::string&&) [124]
                0.00    0.00       4/4           std::move_iterator<std::string*>::operator++() [99]
-----------------------------------------------
                0.00    0.00       8/8           std::vector<std::string, std::allocator<std::string> >::push_back(std::string const&) [59]
[58]     0.0    0.00    0.00       8         void std::vector<std::string, std::allocator<std::string> >::_M_emplace_back_aux<std::string const&>(std::string const&) [58]
                0.00    0.00      16/20          std::_Vector_base<std::string, std::allocator<std::string> >::_M_get_Tp_allocator() [22]
                0.00    0.00       8/8           std::vector<std::string, std::allocator<std::string> >::_M_check_len(unsigned int, char const*) const [53]
                0.00    0.00       8/8           std::_Vector_base<std::string, std::allocator<std::string> >::_M_allocate(unsigned int) [54]
                0.00    0.00       8/32          std::string const& std::forward<std::string const&>(std::remove_reference<std::string const&>::type&) [17]
                0.00    0.00       8/44          std::vector<std::string, std::allocator<std::string> >::size() const [15]
                0.00    0.00       8/8           decltype (_S_construct({parm#1}, {parm#2}, (forward<std::string const&>)({parm#3}))) std::allocator_traits<std::allocator<std::string> >::construct<std::string, std::string const&>(std::allocator<std::string>&, std::string*, std::string const&) [56]
                0.00    0.00       8/8           std::string* std::__uninitialized_move_if_noexcept_a<std::string*, std::string*, std::allocator<std::string> >(std::string*, std::string*, std::string*, std::allocator<std::string>&) [65]
                0.00    0.00       8/12          void std::_Destroy<std::string*, std::string>(std::string*, std::string*, std::allocator<std::string>&) [45]
                0.00    0.00       8/12          std::_Vector_base<std::string, std::allocator<std::string> >::_M_deallocate(std::string*, unsigned int) [37]
-----------------------------------------------
                0.00    0.00       8/8           Options::parseOption(std::string) [77]
[59]     0.0    0.00    0.00       8         std::vector<std::string, std::allocator<std::string> >::push_back(std::string const&) [59]
                0.00    0.00       8/8           void std::vector<std::string, std::allocator<std::string> >::_M_emplace_back_aux<std::string const&>(std::string const&) [58]
-----------------------------------------------
                0.00    0.00       8/8           Options::Options(int, char**) [130]
[60]     0.0    0.00    0.00       8         std::vector<std::string, std::allocator<std::string> >::operator[](unsigned int) [60]
-----------------------------------------------
                0.00    0.00       4/8           std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::_M_destroy_node(std::_Rb_tree_node<std::pair<std::string const, std::string> >*) [117]
                0.00    0.00       4/8           std::_Rb_tree_node<std::pair<std::string const, std::string> >* std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::_M_create_node<std::pair<std::string, std::string> >(std::pair<std::string, std::string>&&) [116]
[61]     0.0    0.00    0.00       8         std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::_M_get_Node_allocator() [61]
-----------------------------------------------
                0.00    0.00       4/8           std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::_M_erase(std::_Rb_tree_node<std::pair<std::string const, std::string> >*) [146]
                0.00    0.00       4/8           std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<std::string const, std::string> >*, std::_Rb_tree_node<std::pair<std::string const, std::string> >*, std::string const&) [74]
[62]     0.0    0.00    0.00       8         std::_Rb_tree<std::string, std::pair<std::string const, std::string>, std::_Select1st<std::pair<std::string const, std::string> >, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > >::_S_right(std::_Rb_tree_node_base*) [62]
-----------------------------------------------
                0.00    0.00       8/8           std::string* std::__uninitialized_copy_a<std::move_iterator<std::string*>, std::string*, std::string>(std::move_iterator<std::string*>, std::move_iterator<std::string*>, std::string*, std::allocator<std::string>&) [64]
[63]     0.0    0.00    0.00       8         std::string* std::uninitialized_copy<std::move_iterator<std::string*>, std::string*>(std::move_iterator<std::string*>, std::move_iterator<std::string*>, std::string*) [63]
                0.00    0.00       8/8           std::string* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<std::string*>, std::string*>(std::move_iterator<std::string*>, std::move_iterator<std::string*>, std::string*) [57]
-----------------------------------------------
                0.00    0.00       8/8           std::string* std::__uninitialized_move_if_noexcept_a<std::string*, std::string*, std::allocator<std::string> >(std::string*, std::string*, std::string*, std::allocator<std::string>&) [65]
[64]     0.0    0.00    0.00       8         std::string* std::__uninitialized_copy_a<std::move_iterator<std::string*>, std::string*, std::string>(std::move_iterator<std::string*>, std::move_iterator<std::string*>, std::string*, std::allocator<std::string>&) [64]
                0.00    0.00       8/8           std::string* std::uninitialized_copy<std::move_iterator<std::string*>, std::string*>(std::move_iterator<std::string*>, std::move_iterator<std::string*>, std::string*) [63]
-----------------------------------------------
                0.00    0.00       8/8           void std::vector<std::string, std::allocator<std::string> >::_M_emplace_back_aux<std::string const&>(std::string const&) [58]
[65]     0.0    0.00    0.00       8         std::string* std::__uninitialized_move_if_noexcept_a<std::string*, std::string*, std::allocator<std::string> >(std::string*, std::string*, std::string*, std::allocator<std::string>&) [65]
                0.00    0.00      16/16          std::move_iterator<std::string*> std::__make_move_if_noexcept_iterator<std::string*, std::move_iterator<std::string*> >(std::string*) [32]
                0.00    0.00       8/8           std::string* std::__uninitialized_copy_a<std::move_iterator<std::string*>, std::string*, std::string>(std::move_iterator<std::string*>, std::move_iterator<std::string*>, std::string*, std::allocator<std::string>&) [64]
-----------------------------------------------
                0.00    0.00       8/8           std::vector<std::string, std::allocator<std::string> >::_M_check_len(unsigned int, char const*) const [53]
[66]     0.0    0.00    0.00       8         unsigned int const& std::max<unsigned int>(unsigned int const&, unsigned int const&) [66]
-----------------------------------------------
                0.00    0.00       8/8           std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node<std::pair<std::string const, std::string> >*&, std::_Rb_tree_node<std::pair<std::string const, std::string> >*&, void>(std::_Rb_tree_node<std::pair<std::string const, std::string> >*&, std::_Rb_tree_node<std::pair<std::string const, std::string> >*&) [107]
